sentiment,text_preprocessed
0,mafia main cak imin mafia ha kasihan anies sabar iya kali pilih pilih rekan iya
0,tangis cing kasihan cing besok bikin lomba joget deh biar prabowo menang
0,contoh riil dukung anies paslonnya kalah debat
0,sejarah demokrat militan dukung prabowo saksi tps gaib mana
1,ganjar mahfud garis bawah pelayanan ditjen pajak wajib pajak bentuk tanggung negara top sat set
0,basis pilih anies akademisi kalang mana apa organisasi apa mana basis pilih cak imin ponstren
0,gila dukung anies gilir si anies debat capres kemarin unggul bangga bangga eh gilir debat cawapres afk salah cari sari salah mikrofon kalah kalah sahabat karib
0,aduh anies baswedan kritik data prabowo debat pilpres tiga prabowo itu salah itu salah
0,anda ahok salah ceroboh pulau ribu anies ahok hebat elektabilitas dukung penuh segmentasi skenario progresif anies versus ahok andai andai jalan takdir
1,anies bawa keluarga korban pegang tangan prabowo
1,ganjar ajor rek harap menang putar angel njar
-1,debat capres papua anies gampang paham masalah
0,ahy ingat kader demokrat ntb menang prabowo gibran pilpres dhm agus yudhoyono partai demokrat demokrat hati
1,senang bunga atikoh wanita hebat dukung ganjar selamat iya
0,hebat prabowo mas gibran imi
0,cawapres indonesia nomor urut mahfud md tutup nyata debat cawapres jjc senayan garis bawah poin poin inti program ganjar memahfud memahfud komitmen sedia juta lapang kerja pasokan pangan aman hemat
0,junjung bawah bikin malu indonesia beli sepatu kah bilang ukur astagfirullahaladzim naudzubillah dukung
0,ganjar umpan bola anies gol
1,ganjar mahfud tawar bija diskon pajak usaha tengah dorong tumbuh ekonomi inklusif juara
0,kualitas dukung prabowo dukung iya paham konteks omong anies mengerti data tampil kuat nyata anies med
1,paket komplit baik pasang anies muhaimin
-1,prabowo gibran hidup sederhana
0,mari partisipasi medsos anies baswedan a muhaimin iskandar
-1,mual euy
0,iya gibran banting anies urus lacak rekam mah
0,duh masya allah prabowo bikin deg deg an
1,keren ini dukung penuh ganjar mantap
0,maklum anak pejabat
0,anies ganjar leceh prabowo tokoh tokoh bunyi bunyi
0,kemarin kemarin gibran tepuk samsul istilah adian napitupulu senang
1,prabowo gibran genius
0,alhamdulillah bangun pagi
0,fying korban lihat kasihan bahlil tarik jas kasar sifat ubah
0,furiarsila alhamdulillah gambar sempat kerja buka lebar ganjar mahfud pilih lanjut kerja ganjar bersih kuat kpk hebat ganjar presiden lanjut bansos rakyat
0,gibran salah atur serama
-1,anies sih bikin gara gara
1,merah darah dukung penuh ganjar mahfud
0,asli tonton gibran tonton bapak
0,debat perdana cawapres pilih gen debat perdana calon wakil presiden milu gelar jakarta konvensi jakarta jumat tiga cawapres adu gagas muhaimin iskandar gibran rakabuming mahfud md
1,pimpin ganjar mahfud dagang untung ekonomi sejahtera sosial hebat sat set
0,cangkemmu
0,pilih anies muhaimin presiden indonesia
-1,cawapres gus muhaimin butuh modal usaha negara pinjam pinjol sulit modal usaha
0,komentar miring pas sabar prestasi selawat gibrankan gerakan indonesia anies baswedan indonesia
0,gampang wartawan anies ganjar tuju takut kasih nilai anies ganjar
1,kombinasi pimpin ganjar mahfud implementasi bija dagang cerdas ukur hebat
0,senang anies bilang anggota bpupki konsep republik golong intelektual negara
-1,anies ganjar top wakil unak unak
1,pks dukung penuh anies muhaimin indonesia maju daya saing kancah global pilih pks coblos amin
0,orang baperan putus tonton debat capres malam tonton kerja tangis kesal kayak risiko hati cupu iya inti semangat prabowo gibran
0,presiden wakil presiden republik indonesia anies rasyid baswedan muhaimin iskandar
0,nyata gibran tenang prabowo sembarang tunggu mampu asli mahfud moga debat biar imbang muhaimin
0,adil iya gibran muhaimin kebanyakan gagap mahfud tutup salah ceroboh main diskriminasi program kerja masjid sejahtera urus masjid lindung kuliah gratis anak anggota bhayangkara
0,aing lihat debat tl nya tawa ganjar bersih kuat kpk hebat ganjar presiden lanjut bansos rakyat
1,dukung ganjar mahfud cuat bentuk antusiasme pimpin peduli mudah urus pajak juara
0,maklum s alias sepuh
1,alhamdulillah insya allah amin anies muhaimin
0,lihat siniar saudara anies sih
0,emosi ganjar anies usili prabowo
0,hormat debat malam ekonomi kasihan dukung cantik
0,tuju profesor mahfud cocok anies segi bawa malam memahfud oposisi banding cak imin ubah lihat respon publik gait suara jatim nu insya allah cak im juara
0,capres cawapres nomor urut anies baswedan muhaimin iskandar temu tutup gelar diam wakil presiden republik indonesia jusuf kalla
0,pud muhaimin curang alat bantu telinga gibran
0,kutip orang islam islam juang islam orang islam harap orang islam islam juang islam orang islam harap moga hidayah hampir bang
0,arang gibran bagus banding profesor mu kaget iya ha sepele orang kaca elektabilitas mu bambang pacul elit pdip mending banding ganjar
0,bicara etika jos gibran debat capres kemarin etika drung kak drung bacot gede otak
1,calon wakil presiden nomor urut muhaimin iskandar investasi pasti hukum
0,sukses sehat calon pimpin indonesia harap ganjar menang iya lanjut kerja mahfud hebat
1,menang ganjar mahfud
1,opini prabowo subianto positif dukung prabowo bangun fakultas dokter indonesia dukung gagas prabowo rs modern nilai mantap prabowo tawar strategi transformasi bangsa prabowo tuju argumen anies ganjar
1,pks anies muhaimin sinergi kuat wujud sejahtera lapis masyarakat pilih pks coblos amin
1,toleransi ganjar beliau harga agama indonesia
1,ganjar mahfud gambar transparansi landas utama kelola anggar negara yakin rakyat akuntabilitas penuh top sat set
0,biar nama usaha kejar tinggal elektabilitas tinggal dpr salah bapak kalah pilpres partai gatot hatrick daya kampanye asisten cipung kenal inspirasi
-1,mahfud suruh makan sagu dulu
0,anies muhaimin komitmen tingkat anggar pendidikan dukung ajar kualitas anies presiden pks partai
0,minggu anies ganjar prabowo serang pribadi bilang debat gilir gibran serang mahfud amin bilang nir adab contoh iya tua tua rasa
0,ha maaf dukung prabowo pilih
-1,pilih anies matahari enggan terbit timur pokok amin
0,wow ah lucu salah pas wow konteks anies dengar prabowo bilang utang
1,lanjut ekonomi fokus utama ganjar mahfud cipta lingkung ramah lingkung giat dagang hebat
1,keluarga istikamah pasang anies muhaimin
0,tawa erick thohir tonton tonton bareng debat capres prabowo singgung anies omong omon omong
0,anjir hakim anies sih ha panas amayy anies iya aspirasi rakyat uang iya uang rakyat gambar adu jotos kritik perin muka iya emosi bawa bilang privasi
1,tuju moga ganjar fasilitas anak muda iya
1,impi masyarakat indonesia banyakan ganjar rindu jateng
0,prasangka buruk isi debat bocor siap matang matang samsul sanggah paslon mahfud baca bawa main ha samsul panik
0,faldo poltak versi ringan kutu loncat tulen
0,unggul
1,serang bija program anies serang personal pribadi lawan
0,cawapres berkontestasi pilpres ri muhaimin iskandar gibran rakabuming raka mahfud md adu gagas debat gelar jakarta konvensi senayan jakarta pusat jumat malam
-1,emosi ha
0,alhamdulillah warna merah rona berani hias penjuru negeri penjuru kota indonesia simbol menang ganjar mahfud
1,dokter anies rasyid baswedan ikon rakyat indonesia
1,kredibilitas ganjar mahfud harap jaga akuntabilitas langkah kelola apbn apbd hebat
-1,anies layak gaung ubah
0,sujatmiko gede uang bos
1,iya program program ganjar kaleng kaleng bikin program
0,debat cawapres bahas kait angka anggur indonesia calon wakil presiden nomor urut muhaimin iskandar cak imin angka anggur capai juta orang ikut juta orang pekerja sektor informal
0,kali kali tonton air mata bendung iya allah marginal takdir abah anies baswedan pimpin presiden ri amin
1,tuan rumah negeri tamu pesona negeri orang konsep amin anies muhaimin
0,lihat joe bidan umur presiden tim dokter presiden spontanitas semarak acara penyemangat spontanitas bang gen milenial gimik debat viral paslon diam wae seru debat sepi salah
1,mas ganjar mahfud sorot serius bangun fondasi pendidikan kokoh program keluarga miskin sarjana ganjar pranowo rakyat buat
1,anies latar pendidikannya ekonomi dengar cak imin omong tarik nafas tegang inisiasi mana salah ceroboh kebanyakan lepet jatuh hu
0,surat suara sah coblos coblos pilih coblos anies muhaimin sah amin
0,tuju ahok kompeten toe toe anies debat beliau amarah isu nya ujung salah ceroboh
1,ganjar mahfud pasang bawa semangat rumus bija ekonomi inklusif hebat sat set
1,pokok e ganjar mahfud sak jos e
1,masyarakat ganjar mahfud pionir ubah kelola anggar adaptif responsif juara
1,prabowo raih menang telak debat kali
0,nya anies salah pilih wakil
0,ganjar progres debat debat malam sehat milik narasi anies memggencarkan sektor promosi preventif ketimbang kuratif tuju lupa
-1,anies kecewa muhaimin debat malam jawab lo kesan sesuai harap
1,ah orang mengaku orang jakarta orang jakarta anies jakarta keren mending sarap asam sulfat
1,berani ganjar mahfud insya allah menang
0,malam tidur tinggal tonton debat capres poin anies gerak golput
0,bagus undang kampus bicara topik batas gibran
0,hormat gibran iya sinisme maklum anak raja
1,ganjar mahfud pasti basmi korupsi indonesia ganjar memahfud basmi korupsi
-1,anies bodoh bilang hasil omong simak kqn bodoh
1,ha awok ha santai santun pilih anies muhaimin
0,kasihan lihat saudara halusinasi nya tinggi gila
0,maksud aneh ahok pdip kayak aneh dukung ganjar ha
0,mana cil
1,biarpun orang prabowo prabowo tulus rakyat sejahtera rakyat
0,selamat pagi buzer mules kena belimbing sayur silah antri selamat sibuk goreng si samsul iya
0,masyarakat dukung anies muhaimin gagas orientasi uang
0,anies salah sejahtera memet badut ajak
0,basis prabowo gibran vokalis anies muhaimin
1,minim visi misi anies fokus serang kuasa kubu lawan omong omong kecewa berat nilai anies harap pilih anies muhaimin
-1,muhaimin sinkron sih
0,orang bagus ganjar mahfud sayang partai nya banteng sendiri iya
0,menkopolhukam kerja kritik
-1,anies pandai debat nasi putih kenyang bikin abet cocok dosen presiden
1,gagas ganjar mahfud ekonomi rakyat harap tingkat daya beli masyarakat top sat set
0,anies paksa cagub konsekuensi beliau partai serang debat dasar proses daftar cawapres kental nepotisme uang rakyat ini manfaat untung gelintir golong marah
0,guru gaji hidup susah sekolah roboh pas era anies menteri acau ha mah masalah zaman perhati presiden presiden
1,baik ganjar sapa masyarakat interaksi
0,prinsip anies presiden iya ganjar
0,gemoi nya hilang diuyek uyek anies ganjar
1,prabowo gibran solusi baik indonesia maju rakyat jamin
0,debat presiden ganjar lawan prabowo menang survei kaget kali kalah capres kali insya allah prabowo kalah
0,ha mas beda serang kinerja pakai data serang personal lihat anies ganjar bungkuk bungkuk cari prabowo ajaki kopi
1,hasil survei litbang kompas baru elektabilitas ganjar merosot prabowo gibran lejit elektabilitas gibr mahfud muhaimin
0,iya sikap langgar etika
1,ganjar mahfud hadir bija dagang pihak pelaku usaha tengah hebat sat set
0,hibur
0,muhaimin mahfud level gibran gibr level anak sd sumber daya manusia nya rendah mundur gibr malu malu rakyat indonesia
0,habis kalah capres jatah menteri nama rekonsiliasi
1,ubah bismillah anies presiden
0,gibran kritik maaf mas salah
0,apa cebok
1,insya allah indonesia macan asia tang anies gus muhaimin
1,ganjar mahfud anggap pimpin bawa ubah signifikan inklusif kolaboratif top sat set
1,gas ayo paslon anies muhaimin
1,populer gagas anies baswedan libat aktivis lindung pekerja migran sri mulyani temui megawati
0,jaket ganjar mahfud bagus jaket nya prabowo gibran oke anies muhaimin standar pejabat
1,keren raja prabowo
1,cupuk anies baswedan selamat negeri cukong cukong rampok uang rakyat
0,indonesia ubah rakyat tentu nya anies muhaimin komitmen ubah indonesia
0,delulu ha fakta kasih kakak terang benderang bilang janji fakta si gibran omong tunggu tawar wakil anies makan fakta selamat penyangkalan
0,baperan kemarin serang prabowo gilir cawapres ganti serang ambek
0,omong omong omong susah kerja susah nafsu gede hasil emosi
0,ketok apbn pesawat tempur debat capres singgung pakai isu komisi coblos cc
0,kagum abang sayang pakai akal sehat sehat bang
0,tua waras dungu gibran
0,kayak prabowo ha
-1,isu kardus durian massa seru kpk periksa cak imin duga korupsi libat mantan menakertrans muhaimin alias cak im
-1,ea serang bansos tol serang ganjar ea
1,mas anies tolong admin balik layar sosmed data nya mas orang igau prabowo
0,nya cari celah anies istri bingkai ayo kompor dukung prabowo
1,tampil debat mahfud akui jurak rek ganjar memahfud sat set sat set
0,dukung orang orang penting pribadi menang hina benci prabowo bikin harga bohong lebai jalan kaki orang dukung nya kayak bikin maju indonesia
1,dedikasi ganjar mahfud bangun infrastruktur modal utama dukung lancar aktivitas dagang hebat sat set
1,anies muhaimin pilih presiden wapres ri jumat insya allah makan gratis aman komplek rumah sebulan
1,jelas iya dukung asam sufat idul fitri april data saji april top bunyi
1,anies muhaimin pks juang capai tuju kebaikan bangsa pilih pks coblos amin
0,kerja kerja kerja utang utang utang korupsi korupsi korupsi elak pilih prabowo gibran
1,ganjar mahfud komitmen berantas hambat investasi cipta iklim untung pelaku pasar juara sat set
1,mas gibran kurang
0,penuh momen muhaimin aga slepet sarung papar visi misi debat cawapres
0,besok wartawan gibran temu mas gibr cari ha
0,turut gibran maju cawapres masalah
1,pdip rakyat indonesia ganjar pranowo hebat
0,ulang prabowo versus jokowi pilih jokow sih kayak
-1,paham tum dukung gibran muncul paksa jamin pas beliau wapres nepotisme
1,keluarga anies kampung kota provinsi negara pilih amin insya allah amin menang telak putar prediksi atas
0,antisipasi emosi idealisasi anies harap nilai positif rakyat debat cawapres
-1,debat ikn gibran ungkit muhaimin potong tumpeng suruh mahfud googling
0,dukung dukung adab pejabat bumn gaji uang rakyat buat netral
1,anies muhaimin kembali marwah indonesia mata dunia
0,jelas kompleks rumit kasih menit materi tahan prabowo bilang adil kompleks kasih
1,ratus anies baswedan amin
1,investor percaya jamin pasti hukum janji ganjar mahfud cipta lingkung investasi stabil top sat set
1,presiden anies negara keluarga kelompok negara pilih pilih anies muhaimin presiden wakil presiden
-1,alhamdulillah si gondrong dukung anies anies duit
1,mas gibran pimpin andal maju olahraga indonesia mantap
0,walah ganteng mas lebih oppa korea
1,visi anies muhaimin sedia layan sehat jangkau warga lansia perhati butuh awat sehat usia
-1,viral video bupati indramayu ajak warga pilih ganjar mahfud bawaslu
1,depan ganjar mahfud komitmen sederhana bahasa atur paja mudah paham masyarakat top
0,sayang acara acara debat diskusi dialog interaktif fakta rujukan pilih acara debat malam kuat tolak prabowo
0,maksud pdip aju gibran aju batas umur capres cawapres dalih calon gibr mohon dpr iya
0,jahil ganjar anies prabowo ajar receh mudah tolak omong contekan
0,samsul sok asyik lihat baur teman prabowo tim
0,keren mas iya mas tweet pakai jj
1,sukses kampanye akbar hajat rakyat cipta momentum positif ganjar profesor mahfud jalin hubung harmonis masyarakat jawa ganjar sejahtera
1,mahfud pmi saudara pilih pasang capres cawapres peduli pekerja migran
0,sakit sekian orang anies contoh etika buruk pilih demokrat
-1,milik pengetahuan kerja turut anies
0,hibur tod
1,paham dalam aspek hukum mahfud bijaksana landas hukum kuat bija dagang juara sat set
0,iya ning anies ganjar lupa kalimat saking asyik keroyok prabowo
1,prabowo cinta rakyat prabowo menjamu pm shtayyeh hati rakyat palestina berita detik
0,pas lagu indonesia raya beliau joget
0,iya calon tahu kalah pakai puji sikap moral sekolah coba sekolah nya mana ganggu bicara debat
