full_text,sentiment,clean_full_text,word_count
Rakyat optimis bahwa Ganjar-Mahfud dapat menghadirkan era baru dalam pengelolaan anggaran negara yang lebih efisien. @zradfordz Hebat ! Pasti Lebih Baik https://t.co/RqOgis7hT7,positif, Rakyat optimis bahwa Ganjar-Mahfud dapat menghadirkan era baru dalam pengelolaan anggaran negara yang lebih efisien.  Hebat ! Pasti Lebih Baik  ,20
@idextratime 2 menit untuk menjawab pertanyaan pak ganjar masih bisa itu pak ganjar kan bertanya tentang solusi nya,netral,  2 menit untuk menjawab pertanyaan pak ganjar masih bisa itu pak ganjar kan bertanya tentang solusi nya ,17
Kedepannya Ganjar-Mahfud berkomitmen untuk menyederhanakan bahasa dan aturan perpajakan agar lebih mudah dipahami oleh masyarakat. @SuciRamadh53708 Top ! Pasti Lebih Baik https://t.co/Hfp6MpCJsE,positif, Kedepannya Ganjar-Mahfud berkomitmen untuk menyederhanakan bahasa dan aturan perpajakan agar lebih mudah dipahami oleh masyarakat.  Top ! Pasti Lebih Baik  ,20
@BangPino__ Kuat kuat Pak Anies @aniesbaswedan dan Pak Muhaimin @cakimiNOW,netral,  Kuat kuat Pak Anies  dan Pak Muhaimin  ,7
@irwndfrry Kalo lu perhatiin tiap acara desak anies anisa ga pernah nyuruh untuk orang milih dia dia selalu nyuruh untuk orang milih karena orang itu tau alasan mereka milih.,netral,  Kalo kamu perhatikan tiap acara desak anies anies tidak pernah suruh  untuk orang pilih dia dia selalu suruh  untuk orang pilih karena orang itu tahu alasan mereka milih. ,28
Dalam kepemimpinan Ganjar-Mahfud perdagangan tidak hanya memberikan keuntungan ekonomi tetapi juga kesejahteraan sosial. @virlllllll Hebat ! Sat Set https://t.co/iLiuv18Hba,positif, Dalam kepemimpinan Ganjar-Mahfud perdagangan tidak hanya memberikan keuntungan ekonomi tetapi juga kesejahteraan sosial.  Hebat ! Sat Set  ,17
@democrazymedia Pilihanku tetap lahh pak Prabowo dan mas Gibran untuk selamanya,positif,  Pilihanku tetap lah pak Prabowo dan mas Gibran untuk selamanya ,10
@__egal__ @patragumala @gibran_tweet ini mah tergantung perspektif aja,netral,    ini mah tergantung perspektif saja ,5
@small_mofo_Mk2 Nah ini yang ditunggu2. Pak anies gak menjelaskan,netral,  Nah ini yang ditunggu2. Pak anies tidak menjelaskan ,8
@PartaiSocmed @Dennysiregar7 Beliau akan berkilah sudah sukses menjatuhkan suara Ganjar dari dalam &amp; minta diapresiasi,netral,   Beliau akan berkilah sudah sukses menjatuhkan suara Ganjar dari dalam &amp; meminta diapresiasi ,13
@zakyarin97 Intinya TKN Fanta akan kebingungan karna dia liat juga bahwa sentimen pemilih akan ada perubahan pasca Gibran ini. TPM Gama sama Ubah Bareng AMIN udah mantep manuvernya mereka bikin diskusi publik bikin talkshow bikin manuver medsos sampe camp/ekspedisi. TKN terlalu jumawa,netral,  Intinya TKN Fanta akan kebingungan karena dia lihat juga bahwa sentimen pemilih akan ada perubahan pasca Gibran ini. TPM Gama sama Ubah Bareng AMIN sudah mantap  manuvernya mereka bikin diskusi publik bikin acara bincang bincang bikin manuver medsos sampai camp/ekspedisi. TKN terlalu jumawa ,43
Boro boro lihat Vidionya cuma lihat foto Ama judulnya doang udah tau tujuan lari kemana . Ok untuk semua pendukungnya Pak @prabowo Mas @gibran_tweet tetap tenang aja . Salam damai pemilu untuk semua .,netral, Boro buru lihat Vidionya cuma lihat foto Ama judulnya saja  sudah tahu tujuan lari kemana . Ok untuk semua pendukungnya Pak  Mas  tetap tenang saja . Salam damai pemilu untuk semua . ,32
@geloraco Lah dia nya aja plin plan kan . Udah paling bener dukung pak Anies yg jauh dari kata curang atau pilihan alternatif kalo pak Anies kalah ya pilih Ganjar aja jangan prabowo lah ngeri https://t.co/X7kl8PTsfa,netral,  Lah dia nya saja plin rencana kan . Udah paling benar dukung pak Anies yang jauh dari kata curang atau pilihan alternatif kalau pak Anies kalah ya pilih Ganjar saja jangan prabowo lah ngeri  ,34
@ganjarpranowo Ayoo semua rakyat indonesia wujudkan cita2 mulia pak ganjar untuk memimpin bangsa ini agar lebih baik dan sejahtera,positif,  Ayoo semua rakyat indonesia wujudkan cita cita mulia pak ganjar untuk memimpin bangsa ini agar lebih baik dan sejahtera ,19
@yaniarsim @aniesbaswedan @gibran_tweet Nah ini pemimirannya berilyan bgt hidup Pak anies semoga menjadi president RI 1 2024 AMIN🇮🇩,positif,    Nah ini pemikirannya cemerlang sekali  hidup Pak anies semoga menjadi presiden RI 1 2024 AMIN🇮🇩 ,15
@dinanti_tr69974 @zzyyww9 @rissech1 @gibran_tweet masalah nya emg bener fitnah kok. https://t.co/rolJcJOOfw,netral,     masalah nya memang  benar fitnah kok.  ,6
@Yurissa_Samosir Capres pilihan para media coba klau presidennya Anies gak susah2 wawancara pertanyaan selalu di jawab gak cape2 ngejer2 dan jawabannya daging semua gak ambigu para awak media milih gak sih? ,netral,  Capres pilihan para media coba kalau presidennya Anies tidak susah susah wawancara pertanyaan selalu di jawab tidak capek kejar kejar dan jawabannya daging semua tidak ambigu para awak media pilih tidak sih?  ,32
Putra-putri calon presiden nomor urut satu Anies Baswedan tidak menutup kemungkinan bila ada kesempatan masuk dunia politik suatu saat nanti. Setidaknya hal inilah yang diungkapkan oleh Mikail Azizi Baswedan (@mikailbaswedan) dan Mutiara Baswedan (@mutiarabaswedan).,netral, Putra-putri calon presiden nomor urut satu Anies Baswedan tidak menutup kemungkinan bila ada kesempatan masuk dunia politik suatu saat nanti. Setidaknya hal inilah yang diungkapkan oleh Mikail Azizi Baswedan () dan Mutiara Baswedan (). ,34
Capres nomor urut 3 @ganjarpranowo didampingi istrinya Siti Atikoh bersilaturahmi ke Keuskupan Bogor Kamis (9/2/2024). Kehadiran Ganjar menapak tilas Presiden Soekarno dalam upaya menjaga toleransi di Indonesia. #GanjarMahfud2024 #GanjarPresidenRakyat #KratonBersamaRakyat https://t.co/BaGQFClBnu,positif, Capres nomor urut 3  didampingi istrinya Siti Atikoh bersilaturahmi ke Keuskupan Bogor Kamis (9/2/2024). Kehadiran Ganjar menapak tilas Presiden Soekarno dalam upaya menjaga toleransi di Indonesia.     ,26
@ainunnajib Pak @prabowo bilang @aniesbaswedan tdk pantas bicara etik ; -Anies tdk punya rasa terimakasih kpd pak Prabowo yg sdh mengusung &amp; membiayai menjadi Gubernur. -Anies menjilat janji nya yg tdk akan menghianati pak Prabowo -Anies Menghianati partai Demokrat.,negatif,  Pak  bilang  tidak pantas bicara etik ; -Anies tidak punya rasa terima kasih kepada  pak Prabowo yang sudah  mengusung &amp; membiayai menjadi Gubernur. -Anies menjilat janji nya yang tidak akan menghianati pak Prabowo -Anies Menghianati partai Demokrat. ,37
Menolak lupa kardus durian rasa Muhaimin 2022 - Massa agamis gelar aksi makan durian di depan kantor DPP PKB https://t.co/nylSMA4OkI,negatif, Menolak lupa kardus durian rasa Muhaimin 2022 - Massa agamis gelar aksi makan durian di depan kantor DPP PKB  ,19
@UniversalIndigo @NoviBudi78 @gibran_tweet AMIN atau Ganjar Mahfud paling Realistis utk Indonesia...mari bersatu selamatkan Bangsa,positif,    AMIN atau Ganjar Mahfud paling Realistis untuk Indonesia...mari bersatu selamatkan Bangsa ,11
@chairmanGLC Malu apa bossku!,netral,  Malu apa bossku! ,3
@tvOneNews Ga perlu diragukan lagi kehebatan pak Prabowo dan mas Gibran ️,netral,  Ga perlu diragukan lagi kehebatan pak Prabowo dan mas Gibran ️ ,11
Anies Ganjar Netral satu forum pro Prabowo bikin 2 forum terpisah buat paparin data sendiri,netral, Anies Ganjar Netral satu forum pro Prabowo bikin 2 forum terpisah buat paparkan data sendiri ,15
@ganjarpranowo @novelineputrii keren banget deh 03 ganjar mahfud seru banget liatnya,positif,   keren sekali  deh 03 ganjar mahfud seru sekali  lihatnya ,9
@rizooolll Asli sejak 2014 gua gak pernah sampai ninggalin nonton mu demi lihat calon presiden ngomong cuma mau lihat pak anies doang,netral,  Asli sejak 2014 saya tidak pernah sampai tinggalkan  menonton mu demi lihat calon presiden omong cuma mau lihat pak anies saja  ,21
@Mosthafavi Kayaknya ... Karena anis mnganggap totokromo demokrasi &amp; pemilu dirusak sama 02 Jdlah Pak Anies mlawab lewat debat ... Kayak baliho 01 &amp; 03 srg ada yg copotin kadang ditimpa sama mereka Pendukungnya direbut dgn amplp + sembako tdk dgn gagasan Ya begitulah jadinya,netral,  Kayaknya ... Karena anies menganggap tata krama demokrasi &amp; pemilu dirusak sama 02 Jdlah Pak Anies menjawab lewat debat ... Kayak baliho 01 &amp; 03 sering  ada yang copoti kadang ditimpa sama mereka Pendukungnya direbut dengan  amplop + sembako tidak dengan  gagasan Ya begitulah jadinya ,45
@Hasbil_Lbs Prabowo memang perhatian dengan nasib para TKI di luar negri ...,positif,  Prabowo memang perhatian dengan nasib para TKI di luar negeri ... ,11
@Nikmatul_Sg Wah banyak banget pak Ganjar pendukung mu saya yakin pak Ganjar menang aaminn,positif,  Wah banyak sekali  pak Ganjar pendukung mu saya yakin pak Ganjar menang amin ,13
Mendukung banget visi Ganjar-Mahfud program kesehatan mental mereka sungguh menyentuh dan berguna @marwanjuna VisiMisi GanjarMahfud https://t.co/2IDCtvHKc7,positif, Mendukung sekali  visi Ganjar-Mahfud program kesehatan mental mereka sungguh menyentuh dan berguna  VisiMisi GanjarMahfud  ,14
@fandiande @Iyus_serius @tirta_cipeng Iya realistis aja sih memang 01 berat.. dari iklan dana hingga penggunaan kekuasaan 02 jor-joran banget. Pergerakan Anies memang relatif cepat dan cukup besar tapi entahlah apa bisa mengalahkan kekuatan kuat di atasnya.. semoga lolos putaran 2. Duh jadi sedih..,netral,    Iya realistis saja sih memang 01 berat.. dari iklan dana hingga penggunaan kekuasaan 02 jor-joran banget. Pergerakan Anies memang relatif cepat dan cukup besar tapi entahlah apa bisa mengalahkan kekuatan kuat di atasnya.. semoga lolos putaran 2. Duh jadi sedih.. ,40
@dededeannn @ganjarpranowo @NarasiNewsroom @narasitv @Gerindra @prabowo diundang tuh min,netral,       diundang itu min ,3
@berlianidris itu cara pandang pa prabowo ke pa anies deh kayanya?? nganggep pa anies layaknya professor??? tp gtw sie inimh mnut sy pribadi ,netral,  itu cara pandang pak prabowo ke pak anies deh kayanya?? anggap pak anies layaknya professor??? tapi tidak tahu sih ini mah menurut saya pribadi  ,24
Pk fahri gimana partai kita partai gelora bakal masuk ga disenaya dari ambang menimal...kalau prabowo menang apa jadi mentri..belum tentu karna partai kita ga maduk parlemen DPRRI,positif, Pk fahri bagaimana partai kita partai gelora bakal masuk tidak disenaya dari ambang menimal...kalau prabowo menang apa jadi mentri..belum tentu karena partai kita tidak maduk parlemen DPRRI ,27
Pemimpin yang cerdas dan berwawasan luas.. Semoga Pak Anies dan Pak Muhaimin menang Pilpres 2024.. Aamiin Allahumma Aamiin #AMINTerbaikNomor1 #AMINUnggulDebatCapres https://t.co/WPrt9WcOE0,positif, Pemimpin yang cerdas dan berwawasan luas.. Semoga Pak Anies dan Pak Muhaimin menang Pilpres 2024.. Aamiin Allahumma Aamiin    ,18
@memelord_666666 Blunder terbesar anies yg paling bikin gregetan adalah lebih percaya omongan om bewok dari partai biru untuk milih muhaimin https://t.co/KTAGgUfHHa,netral,  Blunder terbesar anies yang paling bikin geregetan adalah lebih percaya omongan om berewok dari partai biru untuk pilih muhaimin  ,19
@samarindabasee 1) Pertanyaan 02 ga substansial. Kalau mau nanya definisi cek Google ae. Percuma sok savage ga ada substansi. 2) 02 santai waktu dikasih nilai? Lu ga liat Prabowo tantrum dua Minggu masih ngomel ngomel tiap kampanye? Wkwowkwowk ngotak dikit,netral,  1) Pertanyaan 02 tidak substansial. Kalau mau tanya  definisi cek Google ae. Percuma sok liar tidak ada substansi. 2) 02 santai waktu dikasih nilai? Lu tidak lihat Prabowo tantrum dua Minggu masih omel ngomel tiap kampanye? Wkwowkwowk otak sedikit  ,39
@bengkeldodo @P4P4B0W0_2024 @Ndons_Back @99propaganda @BANGSAygSUJUD @Combro_Ajja @Bank_Joee_ @are_inismyname @AndreasSolusi @ekowboy2 @Alie_Fahnoor Wkkkk tunjukin juga dong itu raport merah yg 2 lg jangan anies aja keliatan banget penjilat wkwk,negatif,            Wkkkk tunjukkan juga dong itu rapor merah yang 2 lagi jangan anies saja kelihatan  sekali  penjilat ha ,17
@UmarSyadatHsb__ Buset buzer anies terang2an fitnah orang lain.... Ga kasian apa sama capres anies - muhaimin capek2 bangun image yang bagus eeehh buzernya kek begini.... beban bgt dah....,negatif,  Buset buzer anies terang terangan fitnah orang lain.... Ga kasihan apa sama capres anies - muhaimin capek capek bangun gambar yang bagus eh buzernya mirip  begini.... beban sekali  dah.... ,29
gaya seperti ini sih niat si Gibran menutupi kedunguannya dengan bahasa tubuh seperti ini. jujur aja kagak nyambung jawabannya makanya dibikin seolah² dia lagi stand up komedi. yg liat nya justru sangat menjijikan anak karbitan di paksa bapake n paman untuk maju jd cawapres ,netral, gaya seperti ini sih niat si Gibran menutupi kedunguannya dengan bahasa tubuh seperti ini. jujur saja tidak  sambung jawabannya makanya dibikin seolah olah dia lagi berdiri ke atas komedi. yang lihat nya justru sangat menjijikan anak karbitan di paksa bapaknya dan paman untuk maju jadi cawapres  ,46
Klo sabda Aman Sembiring dosen FH Unpad liat Gibran begini Kurestui Kebodohanmu! ,netral, Klo sabda Aman Sembiring dosen FH Unpad lihat Gibran begini Kurestui Kebodohanmu!  ,12
@CurlyStory66 @Mosthafavi Kau itu bodoh kau tak bisa bedakan menyerang substansi debat dengan menyerang personal. Pak Anies itu on the track pake data Gibran itu gimmick merendahkan. Masa debat bertingkah seperti kera.,netral,   Kau itu bodoh kamu tidak bisa bedakan menyerang substansi debat dengan menyerang personal. Pak Anies itu hidup itu melacak pakai data Gibran itu gimik merendahkan. Masa debat bertingkah seperti kera. ,30
Anies-Muhaimin Dapat Dukungan dari Gerakan Muda Indonesia https://t.co/zqDFZKQMqJ #beritajogja #jogja #jogjaistimewa https://t.co/wtkFAxU5Sc,netral, Anies-Muhaimin Dapat Dukungan dari Gerakan Muda Indonesia      ,7
@BosPurwa Kasihan Prabowo️ Lawan Orang licik memang susah. https://t.co/bFprSZRo5x,positif,  Kasihan Prabowo️ Lawan Orang licik memang susah.  ,7
Saya siap pilih anies&amp;muhaimin 2024 #hotlineparis https://t.co/YBCIrNR9Uo,positif, Saya siap pilih anies&amp;muhaimin 2024   ,5
Putri wapres Maruf Amin Nyatakan Dukung Ganjar Mahfud di Pilpres https://t.co/4tpglHZKvG,positif, Putri wapres Maruf Amin Nyatakan Dukung Ganjar Mahfud di Pilpres  ,10
@CNNIndonesia Prabowo Subianto - Gibran Rakabuming Raka ️,positif,  Prabowo Subianto - Gibran Rakabuming Raka ️ ,7
@CNNIndonesia Iyo..yo..ganjar ae,netral,  Iyo..yo..ganjar saja ,2
@OposisiCerdas Duhh masyallah pak Prabowo emang selalu amazing dehh,netral,  Duhh masya allah pak Prabowo memang selalu luar biasa deh ,10
@Nikmatul_Sg @ganjarpranowo Memang beda sekali gagasan yang dicanangkan ganjar Mahfud dengan paslon sebelah,netral,   Memang beda sekali gagasan yang dicanangkan ganjar Mahfud dengan paslon sebelah ,11
Kalau gak mau jadi Gen 2.0 ya lebih baik jangan pilih Gen 2.3 Sesederhana itu kok !!,netral, Kalau tidak mau jadi Gen 2.0 ya lebih baik jangan pilih Gen 2.3 Sesederhana itu kok !! ,17
@blantik_pedhet2 Yg deg²an malah Prabowo krn masih ada 1x debat lagi. Mudah²an P. Anies dan P. Ganjar berbaik hati tidak bikin Prabowo nangis² sampai putaran ke 2 selesai.,netral,  Yg deg degan malah Prabowo karena  masih ada 1 kali debat lagi. Mudah²an P. Anies dan P. Ganjar berbaik hati tidak bikin Prabowo tangis tangis sampai putaran ke 2 selesai. ,30
Orang-Orang ributin dokumenter Dirty Vote sedangkan pak Prabowo sedang menghadiri wisuda lulusan Univ Pertahanan. Beda kelas ,netral, Orang-Orang meributkan dokumenter Dirty Vote sedangkan pak Prabowo sedang menghadiri wisuda lulusan Univ Pertahanan. Beda kelas  ,16
@mediaindonesia Pokok nyaa pak Prabowo hebat dari segi apapun dehh,positif,  Pokok nya pak Prabowo hebat dari segi apapun deh ,9
Muhaimin Sampaikan Dana Rp 5 Miliar per Desa di Debat Cawapres https://t.co/9zpDkLgySh,positif, Muhaimin Sampaikan Dana Rp 5 Miliar per Desa di Debat Cawapres  ,11
@Chavesz08 Tipu2 kan ga Ninja nya Anies..,netral,  Tipu2 kan tidak Ninja nya Anies.. ,6
SUMPAH JD KEBAYANG KENAPA TIMSES NO 2 PENGEN BANGET ILANGIN DEBAT CAWAPRES CUUK. LAWANNYA OP SEMUA ANJIR MAHFUD MD AMA MUHAIMIN ISKANDAR WOEEE. KENA ANIES BASWEDAN AJA BEGITU NAH INI 2 NJIR,negatif, SUMPAH JD KEBAYANG KENAPA TIMSES NO 2 PENGEN BANGET ILANGIN DEBAT CAWAPRES CUUK. LAWANNYA OP SEMUA ANJIR MAHFUD MD AMA MUHAIMIN ISKANDAR WOEEE. KENA ANIES BASWEDAN AJA BEGITU NAH INI 2 NJIR ,32
Calon Wakil Presiden RI nomor urut 1 Muhaimin Iskandar (Gus Imin) menyebutkan syarat menang pada Pemilu Presiden dan Wakil Presiden (Pilpres) 2024 an... https://t.co/tPqWMOSaKX,netral, Calon Wakil Presiden RI nomor urut 1 Muhaimin Iskandar (Gus Imin) menyebutkan syarat menang pada Pemilu Presiden dan Wakil Presiden (Pilpres) 2024 an...  ,23
nah ini nih cak imin kenapeee ini kok dr awal udah agak blunder makin lama beneran blunder ya mungkin pak anies abis ini bikin kelas public speaking ya pak,netral, nah ini nih cak imin kenapa ini kok dari awal sudah agak kesalahan ceroboh makin lama benaran kesalahan ceroboh ya mungkin pak anies habis ini bikin kelas publik berbicara ya pak ,31
@EksTapol_ID @prabowo @gibran_tweet @Dandhy_Laksono Saya yakin pemilu legislatif satu putaran mau taruhan apa ? Sebut saja ,positif,     Saya yakin pemilu legislatif satu putaran mau taruhan apa ? Sebut saja  ,12
@TxtdariHI @ganjarpranowo @aniesbaswedan @prabowo Ya sudah pasti kalo pasangan pak ganjar mahfud yang menang debat mereka berkualitas #GanjarMahfudM3nangDebat,netral,     Ya sudah pasti kalau pasangan pak ganjar mahfud yang menang debat mereka berkualitas  ,13
@ruyasagit900 @PartaiSocmed Semakin yakin mendukung Pak Prabowo karena saya percaya bahwa beliau adalah pemimpin yang tidak hanya mengelola negara tetapi juga memimpin dengan hati dan kepedulian yang mendalam terhadap rakyat.,positif,   Semakin yakin mendukung Pak Prabowo karena saya percaya bahwa beliau adalah pemimpin yang tidak hanya mengelola negara tetapi juga memimpin dengan hati dan kepedulian yang mendalam terhadap rakyat. ,28
@kompascom Blitar bukan kota Solo.. Apa kaitannya si Gibran mau hadir pengajian di Blitar? Harap @bawaslu_RI @bawaslusolo mengawasi dan mengikuti ybs ke Blitar. Kita pasti akan ada yg memonitor.,netral,  Blitar bukan kota Solo.. Apa kaitannya si Gibran mau hadir pengajian di Blitar? Harap   mengawasi dan mengikuti ybs ke Blitar. Kita pasti akan ada yang memonitor. ,26
Melalui kerja sama yang sinergis Ganjar-Mahfud akan membangun ekosistem perdagangan yang berkelanjutan. @waterlse Top ! Sat Set https://t.co/Ntgd8R5f08,positif, Melalui kerja sama yang sinergis Ganjar-Mahfud akan membangun ekosistem perdagangan yang berkelanjutan.  Top ! Sat Set  ,16
