full_text,sentiment,word_count,text_preprocessed
Calon wakil presiden nomor urut 2 @gibran_tweet menjawab pertanyaan dari calon wakil presiden nomor urut 1 Muhaimin Iskandar saat #DebatCawapres di Jakarta Convention Center (JCC) Jakarta Jumat (22/12/2023). Sebelumnya Muhaimin meminta Gibran sebagai Walikota Solo https://t.co/zDpsfBiiPY,0,33,calon wakil presiden nomor urut calon wakil presiden nomor urut muhaimin iskandar jakarta konvensi jcc jakarta jumat memuhaim gibran walikota solo
@Kuahsop51 keliru deh kak bukan itu maksud anies. Anis mau nunjukin ketimpangan antara pemimpin dan bawahannya sih. Arahnya ini pemimpin kok ga serius sih benahin masalah bawahannya. Pemimpinnya enak bgt tapi bawahannya menderita loh,0,33,keliru deh kak maksud anies anies tunjuk timpang pimpin bawah sih arah pimpin serius sih benah bawah pimpin enak bawah derita lo
@alextham878 Sepertinya si @alextham878 kehabisan supplemen kartu Indonesia pintar dari junjungannya yang TOLOL BANGET @jokowi @prabowo @gibran_tweet @Gerindra @psi_id @ajengcute16__ @PartaiSocmed @Kimberley_2024 https://t.co/maO61Iw2tm,0,12,si habis suplemen kartu indonesia pintar junjung bodoh
@erickthohir @prabowo @gibran_tweet Anda bangga @erickthohir kami sbgai rakyat malu punya Mentri sprti anda,0,10,bangga rakyat malu menteri
@ik16202 @Zahardll @kikysaputrii Waduh masalah lem aibon itu salah anak buah pak anies nulis anggaran. Kalau pak anies korupsi waktu itu pasti sdh ditangkap kpk. Nyatanya engga dan malah pemda dibawah beliau mendapat penghargaan wtp/pemda dgn laporan keuangan yg bagus berturut2. Utk info lgkapnya cek google,0,44,aduh lem aibon salah anak buah anies tulis anggar anies korupsi tangkap kpk pemda beliau harga wtp pemda lapor uang bagus info lengkap cek google
@haled1426 @gvfftj @jokowi @prabowo @gibran_tweet @ganjarpranowo @Gerindra @golkar_id @PDemokrat @Official_PAN @FayaAtika @ZainabRasyidah @logika_saiia Joss gaada lawan,1,4,jos lawan
@Polt4kr4nt4u_23 @puanmaharani_ri @hery_soewandi Solidaritas Wonogiri dukung penuh pasangan Ganjar-Mahfud,0,6,solidaritas wonogiri dukung penuh pasang ganjar mahfud
Ahokk dengan pengalaman mantan komisaris utama Pertamina menambah nilai strategis pada kehadiran Ganjar-Mahfud. Ganjar Pranowo terbukti mensejahterakan @sanbeaujolais #GanjarMahfud2024 #GanjarPresidenRakyat #Coblos3 https://t.co/UweJhuK87C,0,17,ahok alam mantan komisaris utama pertamina tambah nilai strategis hadir ganjar mahfud ganjar pranowo bukti sejahtera
@PartaiSocmed gue sayang ama pa prabowo punya hati yg besar tapi kalo untuk jadi presiden gue pilih Anies. kenapa ? karena anies tau masalah apa yg terjadi diindonesia dan menghadirkan solusi serta gagasannya yg luas. simple si logika ga bisa dilawan,1,41,sayang prabowo hati presiden pilih anies anies indonesia hadir solusi gagas luas sederhana si logika dilawan
Visi Anies-Muhaimin: Menjamin keberlanjutan ekonomi keluarga memperhatikan akses layanan keuangan dan mendukung program pengembangan usaha kecil. #AMINku01,1,16,visi anies muhaimin jamin lanjut ekonomi keluarga perhati akses layan uang dukung program embang usaha
Muhaimin Iskandar Ucapkan Terima Kasih kepada Mahfud MD Ternyata Ini Alasannya https://t.co/PY8RWKedVs,0,11,muhaimin iskandar ucap terima kasih mahfud md alas
@mediaindonesia Jujurly sampe skrg masih gatau apa sisi baik paslon 2 karena udah jelas Ganjar ini pilihan terbaik untuk menggantikan Anies kalo misal kalah di putaran pertama https://t.co/EqXY7yvFfn,0,27,jujur sisi paslon ganjar pilih baik ganti anies kalah putar
@NOTASLIMBOY Dalam hal ini maksudnya Gibran dah sama dg mas Anies kah?,0,11,maksud gibran mas anies kah
@syafniir @aniesbaswedan @cakimiNOW @palabuhanratu ANIES BASWEDAN -MUHAIMIN PRESIDEN PILIHAN PARA ULAMA DAN SANTRI NOMOR 1 MANTAP,0,12,anies baswedan muhaimin presiden pilih ulama santri nomor mantap
Hal ini yang menyebabkan khusus malam ini Pak Ganjar saya suka sebagai MVP debat karena kalau Pak Anies yah biasalah strateginya seperti itu jadi kurang menghentak publik sebagaimana kesan publik pada debat pertama dan Pak Prabowo yang yah begitulah,0,39,sebab khusus malam ganjar suka mvp debat anies iya biasa strategi menghentak publik kesan publik debat prabowo iya
Sangaat setiju...pk ZJK...belum ada didunia ini oresiden turun membagikan bansis didepan istana yaitu beras...ga tepat sasaran kok yg bawa mobil dibagi beras ha ha ini negara luuh buksn negara didoeng,-1,31,tuju zjk dunia presiden turun bagi bansos didepan istana beras sasar bawa mobil bagi beras ha ha negara luh negara didoeng
Ganjar-Mahfud memahami bahwa pembenahan perpajakan bukanlah pekerjaan mudah tetapi mereka siap menghadapi tantangan tersebut. @sopayam2337 Juara ! Pasti Lebih Baik https://t.co/TyazDK8ldo,1,19,ganjar mahfud paham benah paja pekerjaan mudah hadap tantang juara
@03__nakula @TeddGus mereka sebebarnya iri aja sama keharmonisan keluarga pak ganjar..dan ini tanda2 suara paslon sebelah menurun ...dari sebelumnya gemoy jogetin aja senyumin aja..sekarang buzzernya sdh gamukan semua....,1,27,iri harmonis keluarga ganjar tanda tanda suara paslon sebelah turun gemoi joget senyum buzernya gamukan
@ganjarpranowo @mohmahfudmd Pak ganjar selalu menjadi pilihan rakyat yang paling solutif,1,9,ganjar pilih rakyat solutif
@Mdy_Asmara1701 Omon omon.....gibran itu etik bagus tidak? Taik lu wo,0,9,omong omong gibran etik bagus tahi prabowo
@are_inismyname @zarryhendrik @seeksixsuck @kurawa @P4P4B0W0_2024 @99propaganda @Ndons_Back @Bank_Joee_ @BANGSAygSUJUD @florieliciouss @Kimberley_2024 Giliran Gibran bikin kesalahan yang fatal biasa aja tuh. Giliran Prabowo gagap dalam acara debat... bilangnya diserang pembunuhan karakter... Hellloooooooo.... Keknya putaran selanjutnya cukup dua kandidat aja kali yaa yg debat 01 V.s 03 Ga asik nonton debat kek semalam.,0,40,gilir gibran bikin salah fatal gilir prabowo gagap acara debat bilang serang bunuh karakter halo kayak putar kandidat kali iya debat versus asyik tonton debat malam
@ganjarpranowo GANJAR - MAHFUD.. Menang...!!! Terserah.. Satu putaran... Apalagi dua putaran..!! ,0,10,ganjar mahfud menang serah putar putar
@Gus_Raharjo #MahfudLebihBaik Ganjar Mahfud Satset saya lebih Suak pemimpin yang lebih baik dan bijaksana dan sateset seperti pak Ganjar. https://t.co/wYYrYuRMJQ,1,18,ganjar mahfud sat set sat set suka pimpin bijaksana sat set ganjar
Pasangan Capres &amp; Cawapres nomor urut 1 Anies Baswedan-Muhaimin Iskandar mendatangi kediaman Jusuf Kalla untuk ucapkan terima kasih setelah mendukung dan tidak akan tergabung dalam Timnas AMIN. Sabtu (23/12). Ard Talk: Capres nomor urut 1 Anies Baswedan #BeritaElshinta https://t.co/k7HaVlE1zr,0,37,pasang capres cawapres nomor urut anies baswedan muhaimin iskandar diam jusuf kalla ucap terima kasih dukung gabung timnas amin sabtu ard bicara capres nomor urut anies baswed
Komitmen Ganjar-Mahfud dalam menciptakan lapangan kerja melalui ekspansi perdagangan mendukung pertumbuhan ekonomi inklusif. @WaoneFK Hebat ! Pasti Lebih Baik https://t.co/58EpfrUyb8,1,18,komitmen ganjar mahfud cipta lapang kerja ekspansi dagang dukung tumbuh ekonomi inklusif hebat
@VIVAcoid udah engga bisa diganggu gugat pokonya nomer 3 Sat set dukung Ganjar-Mahfud,1,12,ganggu gugat pokok nomor sat set dukung ganjar mahfud
@dhyansabilla_ Klo pak anies gagal jadi mentri dan gubernur gak mungkin dia dicalonkan jadi presiden ini malah jadai trending lha elo viral aja enggak tapi mangap ,0,26,anies gagal menteri gubernur calon presiden tren viral mangap
@DahonoB @03__nakula @9313Wak @__AnakKolong @_maykopipait @AlfatihDhany @ArsjadRasjid @BueAgus @hilalmultibiz @Ganjar_Mahfud03 @ganjarpranowo Bu Ganjar orang baik utk Indonesia Lebih Baik #atikoh,0,8,ganjar orang indonesia
@inilahdotcom Habis si wowo di rujak oleh ganjar dan Anies. Semoga rakyat Indonesia jd makin sadar bhw ada 1 paslon Capres/cawapres yg tak layak dipilih karena bnyk mslh trmasuk mslh etik,0,30,habis si prabowo rujak ganjar anies moga rakyat indonesia sadar paslon capres cawapres layak pilih etik
@fadlizon @prabowo Kama se sanak...baru mancogok kini,0,5,kama sanak mancogok
@SemutMerah2024 kalau rakyat ga suka Prabowo Gibran ga usah pilih tapi bujukin rakyat dengan membagi susu dan amplop ,0,17,rakyat suka prabowo gibran pilih bujuk rakyat bagi susu amplop
Kalau substansinya kuat tidak perlu banyak atraksi. Kalau substansinya lemah maka harus ditutupi dengan atraksi. Ketika kita menyampaikan gagasan akan terlihat mana gagasan yang otentik mana yang kosmetik. -Anies Baswedan- #DebatCawapres #AMINAjaDulu,0,30,substansi kuat atraksi substansi lemah tutup atraksi gagas gagas otentik kosmetik anies baswedan
@ILCTalkshow Semakin yakin pilih Anies-Muhaimin #AMIN,1,4,pilih anies muhaimin
@vaniepink @aniesbaswedan Mdh2an 2 isu tsb bkn sekedar unt komoditi dlm upaya sekedar menarik simpati calon pemilih. Anies sll bicara rekam jejak. Maaf2 saja rekam jejaknya pernah anies bicara mengkritisi soal kanjuruhan dan KM 50 sblm debat.,0,35,mudah mudah isu sekedar komoditas upaya sekedar tarik simpati calon pilih anies bicara rekam jejak maaf maaf rekam jejak anies bicara kritisi kanjuruhan debat
Program Anies-Muhaimin: Menggalakkan pengelolaan limbah yang bertanggung jawab mempromosikan daur ulang dan mendukung program pengurangan limbah plastik. #AMINku01,1,17,program anies muhaimin galak kelola limbah tanggung mempromosikan daur ulang dukung program kurang limbah plastik
@AlissaWahid Kalo Ganjar / Anies merendahkan pertahanan NKRI santai aja ya. Kalo 02 gk boleh? Lama-lama .... mmmbacoot https://t.co/b26ec5xnGn,0,17,ganjar anies rendah tahan nkri santai iya bacot
@MuhIqbal252 @Gi_Grey Itu pertanyaan 01 ke 03 dimana prabowo g diberi kesempatan membela diri. Lagian debat di dunia mana bisa 2 vs 1 besok boleh 2 vs 2 aja gak? Ganjar anies vs prabowo gibran g? ,0,34,mana prabowo sempat bela debat dunia versus besok versus ganjar anies versus prabowo gibran
Keberadaan Ganjar-Mahfud menjadi penanda perubahan positif bagi iklim investasi di Indonesia. @winata348485566 Top ! Sat Set https://t.co/qp20xvYV5A,1,15,ada ganjar mahfud nanda ubah positif iklim investasi indonesia top sat set
@tvOneNews orang cerdas ya kalau gak pilih anies ya ganjar https://t.co/RIM8fEDppo,0,9,orang cerdas iya pilih anies iya ganjar
@Gus_Raharjo kualitas dan kredibilitasnya aja zonk kok kalau bukan anak presiden saya rasa dia tidak akan bisa jadi walikota solo tetap maju bersama pak Mahfud karena #MahfudLebihBaik Ganjar Mahfud Satset https://t.co/ZY7J9Toyma,1,28,kualitas kredibilitas zonk anak presiden walikota solo maju mahfud ganjar memahfud sat set sat set
Pak @jokowi ... Yang jadi kompetitor pak @ganjarpranowo dan pak @aniesbaswedan bukan hanya pak @prabowo tapi juga negara di bawah kendali Anda.... Revolusi mental kejujuran dan ksatria spt inikah yg Anda ajarkan kpd anak negeri? @Kemhan_RI @ListyoSigitP @bawaslu_RI,0,31,kompetitor negara kendali revolusi mental jujur ksatria ajar anak negeri
@WAPamungkas Kebetulan saya balik kampung. Di rumah (desa) masyarakat ga banyak bahas politik di keseharian. Tapi masih banyak yg ga mau mikir buat pilih dan lgsg gas ke Prabowo. Bahkan sebertingkah apapun gibran dikata bagus di debat kemarin. Pun dgn Prabowo katanya banyak + nya walau ...,0,46,kampung rumah desa masyarakat bahas politik hari pikir pilih langsung gas prabowo ting apa gibran kata bagus debat kemarin prabowo nya
@EKhuzaimatul @fauzanstriaa kenapa sih 02 nyerangnya itu2 mulu ya kayak kurang data bgt buat nyerang Pak Anies tapi wajar sih kurang data soalnya Pak Anies kinerja nya bener jadi gaada celah WKWK,0,32,sih serang iya data serang anies wajar sih data anies kinerja nya celah ha
@msaid_didu @prabowo @aniesbaswedan Nah Pas lah do a nya ini anies jd PLESIDEN kaum OPOSISI bareng si Um ajah yak? Jgn PRESIDENT NKRI ,-1,20,pas a nya anies presiden kaum oposisi bareng si um iya presiden nkri
Saya BANGGA Indonesia bakal punya Presiden baru 2024 - 2029 yg keren cerdas elegan bernama Mr. Anies Rasyid Baswedan.,1,19,bangga indonesia presiden keren cerdas elegan nama tuan anies rasyid baswedan
@Sitompoel3 @Generasi_MudaNU @gibran_tweet Klo g milih dia mn mgkin bs ngarahin semua aparatur negara buat backingin dia ,0,14,pilih arah aparatur negara dukung
@tvOneNews Kereen abis excellent BP Anies Baswedan best leader for the next Indonesian program bahayatah... paradoks reformasi hukum n demokrasi hehehe ambyar wakanda more Indonesian for ever prikitiw,0,28,keren habis bagus anies baswedan baik pimpin indonesia program bahaya paradoks reformasi hukum demokrasi ha ambyar wakanda indonesia prikitiw
@GwynxAsh @jokowi @prabowo @gibran_tweet @ana_khoz @AnnaYellowHeart @JarnasABWBpn Aku 100 persen dukung abah Anies,-1,6,persen dukung abah anies
@Dahnilanzar @jokowi @prabowo @gibran_tweet Siapa lagi yang muji. Kotoran pun dianggap coklat yg nikmat,0,10,puji kotor anggap cokelat nikmat
@tvOneNews Alhamdulillah kami bangga dg Gus Muhaimin. Tetap santun cerdas berkualitas,0,10,alhamdulillah bangga gus muhaimin santun cerdas kualitas
tp sebagian pendukung prabowo kebakaram jenggot entah kenapa. emg ga biasa dikasi data si biasanya liat video tiktok wkwk,0,19,dukung prabowo bakar jenggot kasih data si lihat video tiktok ha
@VIVAcoid 3-4 kali yg gw denger prabowo setuju sama gagasan Anies,0,10,kali dengar prabowo tuju gagas anies
Coba kalo pertanyaannya diubah menjadi Bagaimana langkah gus muhaimin untuk menaikkan peringkat Indonesia di lingkup ekonomi islam syariah dunia kalo gini semua orang bakal paham apa pertanyaan lo termasuk lawan bicara lo.,0,32,coba tanya ubah langkah gus muhaimin naik peringkat indonesia lingkup ekonomi islam syariah dunia orang paham lawan bicara
Indonesia di bawah kepemimpinan Anies Baswedan dan Muhaimin Iskandar akan dipimpin pake hati pake otak. ● Mari kita berdoa agar Gusti Allah memudahkan perjuangan menuju perubahan. AMIN!! PKSSolidAminMenang https://t.co/YSy9Sbqd7X,0,28,indonesia pimpin anies baswedan muhaimin iskandar pimpin pakai hati pakai otak mari doa gusti allah mudah juang ubah amin pks solid amin menang
@republikaonline Mas Gibran kenapa jenius banget sih mas Gibran,1,8,mas gibran genius sih mas gibr
Anies Muhaimin calon gabungan berpengalaman - Tengku Adnan Tengku Adnan berkata kedua-dua tokoh yang diusul itu terpilih kerana mempunyai pengalaman sama ada di dalam dan luar negara. #sinarharian #pilpres2024 #pemilu2024 https://t.co/UqTcs8pJiW,0,27,anies muhaimin calon gabung halaman tengku adnan tengku adnan tokoh usul pilih alam negara
@recehtapisayng Blundernya ngalah2i si muhaimin wkwkw,-1,6,salah ceroboh kalah kalah si muhaimin ha
Alhamdulillah semangat terus pak Ganjar dan pak Mahfud semoga pilpres tahun ini m3nang ganjarsikatkorupsi GanjarBersih KuatkanKPK Hebat Ganjar Presidenku LanjutGan Bansos Rakyat,1,24,alhamdulillah semangat ganjar mahfud moga pilpres menang ganjar sikat korupsi ganjar bersih kuat kpk hebat ganjar presiden lanjut bansos rakyat
Anjayyy... Ngakak gue... Mas Gibran bukan pak Prabowo ,0,8,anjir tawa mas gibran prabowo
Niatnya biar kliatan intelek (oleh TKN) Gibran suruh hafalin SGIE eh malah blunder. Kliatan Blo'onnya ! _ #AMINkanIndonesia Agung Sedayu Mahfud Madura El Sulfat Selesai Hilirisasi SGIE Beban Stunting Pak Anies ESGE I E Bahlil Prabowo 02 Cekek leher Pisah Udah #DebatCawapers https://t.co/HXsTcp9WlQ,0,40,niat biar intelek tkn gibran suruh hafal sgie eh salah ceroboh bodoh agung dayu mahfud madura el sulfat selesai hilirisasi sgie beban stunting anies sg i e bahlil prabowo cekik leher pisah
@_Hrst Pak Muhaimin mungkin pemilihan katanya agak kurang dan mungkin yah sebagian orang bakalan mikir jadi blunder nih tapi gue sih tetap IMIN pak Anies udah cocok jadi presiden soalnya.,0,30,muhaimin pilih iya orang pikir salah ceroboh ini sih imin anies cocok presiden
@SINDOnews Ganjar-Mahfud satset,0,5,ganjar mahfud sat set sat set
Harta Kekayaan Muhaimin Syarif Ketua Gerindra Maluku Utara Punya Kapal Laut Senilai Rp 7 Miliar https://t.co/zHW8FpgAFl lewat @tribunnews,0,16,harta kaya muhaimin syarif ketua gerindra malu utara kapal laut nila rupiah miliar
@OposisiCerdas @megalistaz Beruntungnya menjadi tetangga pak Anies,1,5,untung tetangga anies
@liputan6dotcom semangat pak Ganjar Mahfud semoga sehat selalu dan menjadi pemimpin yang baik untuk Indonesia M3nang total nomor 3 ,0,18,semangat ganjar mahfud moga sehat pimpin indonesia menang total nomor
@ryon04 @benkuswardhana @TRANS7 @prabowo Makanya baca berita dong. Penyebar hoax juga udah di urus kasusnya. Pesawatnya aja ga jadi di beli. Mana ada korupsi ?? Lalu pelaku postingan di kaitkan dengan orang yang udah di penjara. Kan aneh 01&amp;03 panas banget yaa hahahaha,0,39,baca berita penyebar bohong urus kasus pesawat beli korupsi pelaku postingan kait orang penjara aneh panas iya ha
@Naz_lira Istighfar mas Gibran di ketawain sama yang di belakang nya itu,0,11,istighfar mas gibran mentertawakan nya
@Nikmatul_Sg Satukan langkah dan tekad utk bersama kita menangkan pak Ganjar Mahfud,0,11,satu langkah tekad menang ganjar mahfud
@mediaindonesia terbaik prof #MahfudLebihBaik Ganjar Mahfud Satset,1,5,baik profesor ganjar mahfud sat set sat set
Gus Muhaimin Cawapres No.1 menjawab kegelisahan anak muda tentang masa depan mereka. Anak Muda akan disiapkan kemudahan mengakses kredit untuk merintis dan memperkuat usaha mereka. #SlepetAjaGus #SlepetNomic #AniesMuhaimin2024 https://t.co/R76mZpCWVB,1,25,gus muhaimin cawapres nomor gelisah anak muda anak muda siap mudah akses kredit rintis kuat usaha
@vivitdhani @NdrewsTjan Coba sebutkan program yang lugas tidak ngambang dari statemen prabowo tadi malem,-1,12,coba sebut program lugas kambang nyata prabowo malam
Gus Muhaimin Cawapres No.1 menjawab kegelisahan anak muda tentang masa depan mereka. Anak Muda akan disiapkan kemudahan mengakses kredit untuk merintis dan memperkuat usaha mereka. #SlepetAjaGus #SlepetNomic #AniesMuhaimin2024 https://t.co/ORgTAhoAFZ,1,25,gus muhaimin cawapres nomor gelisah anak muda anak muda siap mudah akses kredit rintis kuat usaha
@bbrrock9876 @griselruiz88 @ganjarpranowo @mohmahfudmd @prabowo @gibran_tweet @skatuu @kopikumantap @RahmatAminuddin Ahh perasaan enggak si,0,4,ah asa si
1 Pilih Anies &amp; Muhaimin AMIN #AMINajaDulu #AniesUnggul #PakaiOtakPakaiHati @aniesbaswedan @cakimiNOW https://t.co/e7UpyjyJnD,0,6,pilih anies muhaimin amin
Rapat Mingguan TPN Evaluasi Kampanye Ganjar-Mahfud https://t.co/RPmZj8M1WZ,0,6,rapat minggu tpn evaluasi kampanye ganjar mahfud
